Rotational speed [rpm],Process temperature [K],Torque [Nm],Tool wear [min]
1358,310.9,52.3,56
1618,310.8,37.8,59
1525,310.8,43.2,62
1551,310.7,37.7,64
1735,310.8,31.5,66
1309,310.7,43.3,68
1743,310.6,26.2,71
1659,310.7,29.9,73
1680,310.7,32.4,76
1486,310.6,38.5,78
1471,310.6,43.8,80
1465,310.7,35.8,82
1492,310.6,42.2,85
1420,310.7,52.0,88
1295,310.6,62.3,91
1548,310.5,34.1,93
1372,310.6,54.7,95
1552,310.6,35.9,97
1441,310.6,46.3,100
1691,310.6,27.7,105
1451,310.6,50.7,108
1452,310.6,48.4,110
1406,310.6,46.0,112
1567,310.5,39.1,114
1599,310.4,41.7,116
1455,310.4,39.0,118
1625,310.5,35.9,121
1650,310.6,31.9,126
1459,310.6,40.2,128
1395,310.6,50.5,131
1751,310.7,29.3,133
1192,310.6,68.9,135
1947,310.7,25.0,137
1593,310.5,34.9,139
1478,310.5,38.6,141
1505,310.6,44.5,146
2465,310.5,13.7,149
1403,310.6,46.8,151
1458,310.5,41.4,153
1369,310.4,45.4,156
1377,310.4,44.9,161
1452,310.4,45.7,164
1517,310.4,41.1,167
1354,310.5,50.0,169
1724,310.5,33.0,171
1399,310.5,53.2,174
1388,310.5,50.5,176
1523,310.5,34.7,181
1377,310.5,43.1,183
1417,310.6,45.2,185
1542,310.7,40.0,188
1557,310.8,33.3,190
1641,310.7,31.9,192
1318,310.7,55.0,194
1638,310.7,33.8,196
1954,310.8,21.6,198
1644,310.9,32.5,201
1594,310.8,32.4,204
1622,310.8,37.8,0
1557,310.9,39.4,2
1606,311.0,33.3,4
1647,311.1,31.6,6
1413,311.1,42.2,9
1529,311.0,41.6,12
1448,311.1,46.3,14
1435,311.2,44.2,16
1474,311.2,41.8,18
1657,311.2,29.1,23
1509,311.3,39.9,25
1530,311.3,36.4,27
1587,311.4,35.9,30
1467,311.4,43.4,33
1360,311.5,53.0,36
1588,311.5,30.6,39
1609,311.4,32.1,41
1415,311.3,44.1,43
1845,311.2,27.3,45
1419,311.4,36.2,47
1634,311.3,30.6,50
1521,311.3,40.6,52
1499,311.4,37.7,55
1616,311.2,35.1,57
1449,311.4,46.5,60
1626,311.4,31.6,62
1445,311.5,44.8,65
1622,311.6,35.0,68
1544,311.6,39.1,70
1488,311.6,41.8,75
1309,311.6,57.6,77
1784,311.6,26.4,79
1548,311.5,32.4,81
1413,311.5,43.5,83
1863,311.5,25.7,85
1427,311.5,43.8,88
1443,311.5,47.0,90
1481,311.5,40.4,93
1446,311.4,39.7,95
1444,311.5,44.9,97
1341,311.5,50.8,99
1518,311.4,37.4,102
1603,311.4,35.9,104
1686,311.4,30.9,106
1383,311.5,53.6,108
1477,311.5,45.4,111
1449,311.5,44.5,113
1734,311.5,25.0,116
1398,311.6,49.1,119
1639,311.7,36.6,121
1517,311.7,37.6,124
1442,311.7,41.7,127
1685,311.7,30.8,130
1358,311.8,50.6,133
1608,311.6,39.9,136
1665,311.6,34.3,139
1510,311.7,38.7,141
1465,311.8,40.2,143
1701,311.7,27.5,145
1486,311.7,39.6,147
1658,311.6,32.3,150
1449,311.7,44.5,152
1346,311.5,52.4,157
1866,311.5,23.1,159
1562,311.5,38.0,162
1368,311.7,53.6,165
1567,311.5,33.1,168
1725,311.5,34.0,170
1744,311.5,31.2,172
1453,311.3,45.1,174
1550,311.2,34.8,177
1558,311.2,39.1,179
1380,311.1,51.6,184
1406,311.1,50.5,187
1625,311.2,30.7,189
1420,311.2,45.8,192
1889,311.4,22.7,194
1477,311.3,43.6,196
1460,311.2,46.9,198
1758,311.3,24.4,200
1521,311.3,31.5,202
1511,311.3,45.0,204
1454,311.2,46.8,0
1928,311.2,23.1,2
1758,311.3,26.4,4
1649,311.2,33.2,9
1447,311.2,50.3,11
1417,311.2,48.0,13
1434,311.2,44.9,15
1418,311.2,49.5,17
1400,311.2,49.5,20
1725,311.3,27.7,23
1567,311.3,41.1,26
1497,311.3,38.4,28
1549,311.4,44.6,31
1754,311.4,26.9,33
1489,311.5,38.3,35
1543,311.5,38.5,37
1543,311.5,33.1,39
1565,311.5,35.6,41
1855,311.4,23.9,43
1475,311.4,45.2,46
1609,311.4,32.3,49
1443,311.4,44.1,51
1450,311.4,44.1,56
1590,311.5,39.9,58
1508,311.4,41.2,60
1544,311.2,43.6,63
1451,311.2,41.8,66
1758,311.2,24.4,68
1507,311.2,47.7,70
1543,311.1,37.5,73
1505,311.2,36.7,78
1786,311.2,24.3,81
1457,311.3,44.5,83
1312,311.3,61.5,85
1405,311.2,47.7,88
1377,311.2,43.0,91
1347,311.2,49.8,94
1470,311.1,39.6,97
1873,311.2,24.0,99
1434,311.1,58.6,102
1628,311.1,30.6,105
1351,311.1,48.6,110
1454,311.2,43.8,112
1663,311.2,29.6,115
1401,311.2,49.7,118
1503,311.3,38.2,120
1564,311.4,35.0,122
1759,311.4,24.6,124
1409,311.4,53.1,126
1738,311.4,25.8,128
1393,311.3,47.5,130
1499,311.1,38.8,135
1493,311.1,39.0,137
1652,311.1,33.9,139
1589,311.1,29.9,141
1520,311.1,42.2,143
1455,311.1,40.3,145
1463,311.0,46.8,150
1442,311.0,43.7,152
1329,311.0,51.5,154
1546,311.1,33.1,156
1516,311.1,33.7,158
1476,311.0,47.4,161
1412,311.0,47.0,164
1490,311.0,37.1,168
1526,311.0,37.7,171
1428,311.0,47.9,174
1329,311.0,54.6,176
1443,311.1,51.8,178
1373,311.1,53.0,181
1630,311.1,35.6,183
1555,311.0,34.2,185
1436,311.0,47.0,187
1609,311.0,31.0,190
1384,311.0,49.7,192
1448,311.1,44.8,195
1887,311.1,22.4,197
1480,311.1,45.7,200
1850,311.1,23.3,203
1538,311.1,36.8,208
1721,311.1,30.1,210
1366,311.1,54.4,0
1657,311.0,31.1,3
1446,311.1,42.9,5
1465,310.8,43.8,7
1827,310.8,23.8,9
1397,310.8,47.6,11
1744,310.8,29.7,16
1545,310.9,36.7,18
1587,310.9,36.6,20
1511,310.8,48.1,24
1650,310.8,32.4,26
1412,310.9,48.9,28
1528,311.0,43.1,30
1459,310.9,35.0,32
1356,310.8,48.3,36
1409,310.8,41.3,39
1504,310.8,37.5,42
1622,310.8,36.8,45
1786,310.8,25.7,47
1506,310.9,34.0,49
1916,310.9,23.1,51
1771,310.9,27.6,54
1488,310.9,44.2,57
1531,310.9,37.5,60
1529,310.9,33.4,62
1580,311.0,36.5,64
1546,311.0,35.5,70
1762,310.9,24.5,73
1350,310.8,56.6,76
1562,310.8,38.1,78
1608,310.7,30.3,81
1392,310.6,50.0,84
1467,310.6,44.9,86
1769,310.7,24.9,91
1459,310.6,47.6,93
1421,310.6,52.0,95
1491,310.7,42.8,98
1567,310.7,36.4,100
1421,310.8,41.4,102
1596,310.9,33.5,104
1464,311.0,44.2,106
1581,310.9,36.1,109
1620,310.9,30.3,112
1413,310.7,48.9,114
1438,310.8,43.8,119
1469,310.9,41.6,124
1762,310.8,27.8,127
1891,310.9,22.7,135
1742,310.9,29.7,137
1465,310.9,43.5,140
1541,311.0,36.6,143
1295,311.1,57.1,146
1435,311.1,43.1,149
1466,311.2,43.9,152
1450,311.2,47.9,154
1880,311.1,24.5,156
1578,311.0,33.5,158
1610,311.0,33.1,161
1565,311.1,42.8,163
1545,311.2,40.1,165
1227,311.2,60.1,167
1484,311.1,45.9,169
1591,311.0,32.7,171
1403,310.9,47.2,173
1450,311.0,45.7,175
1720,310.9,28.1,178
1561,311.0,37.2,180
1421,311.0,41.3,182
1415,310.9,48.4,185
2034,310.9,19.7,190
1486,311.0,40.4,192
1578,311.1,32.3,196
1330,311.2,58.6,201
1506,311.2,40.8,204
1559,311.4,37.6,209
1599,311.5,37.0,211
1427,311.5,38.9,213
1481,311.5,41.1,215
1496,311.5,43.8,218
1674,311.4,27.0,223
1629,311.4,31.7,225
1311,311.6,53.2,0
1759,311.7,29.9,5
1480,311.7,45.2,8
1461,311.8,46.1,10
1728,311.8,30.0,12
1389,311.9,46.5,15
1638,311.8,35.1,17
1254,311.7,54.1,19
1427,311.8,50.1,21
1627,311.8,31.8,23
1471,311.7,48.3,25
1773,311.7,27.1,30
1430,311.7,51.7,32
1595,311.6,29.5,35
1521,311.5,44.1,37
1419,311.6,43.7,39
1534,311.4,40.1,41
1626,311.5,36.0,44
1677,311.5,29.2,49
1392,311.3,50.5,51
1448,311.2,50.5,53
1903,311.2,22.9,55
1404,311.2,52.0,57
1386,311.2,53.5,59
1418,311.1,47.0,61
1338,311.1,53.3,63
1549,311.2,40.6,66
1432,311.2,42.7,68
1546,311.2,40.0,71
1627,311.2,33.2,74
1640,311.1,32.8,77
1423,311.1,36.8,80
1711,311.0,28.7,83
1450,311.1,51.6,86
1553,311.1,34.1,89
1630,311.1,34.6,94
1476,311.1,39.6,96
1426,311.1,50.6,101
1561,311.2,34.9,106
1297,311.2,62.5,109
1842,311.2,23.9,111
1633,311.2,36.4,114
1744,311.3,30.3,116
1831,311.4,26.9,121
1339,311.3,50.8,123
1475,311.4,40.4,126
1675,311.4,29.6,128
1493,311.5,35.1,131
1700,311.5,29.5,133
1453,311.6,37.0,135
1542,311.7,34.1,137
1358,311.5,52.7,139
1655,311.5,32.3,142
1885,311.5,27.5,147
1494,311.5,41.4,149
1757,311.4,29.5,151
1718,311.4,31.2,154
1636,311.4,35.0,157
1638,311.6,29.6,160
1609,311.5,36.0,162
1556,311.5,35.0,164
1501,311.6,38.8,171
2041,311.6,19.2,174
1784,311.7,25.1,177
1953,311.6,22.4,180
1576,311.6,34.7,182
1518,311.6,39.0,184
1985,311.5,18.8,190
1802,311.5,26.4,192
1603,311.5,32.4,194
1400,311.6,54.0,196
1395,311.5,54.2,198
1987,311.4,19.9,200
1398,311.4,47.2,202
1381,311.2,49.4,207
1570,311.3,36.1,0
1658,311.3,31.0,2
1749,311.3,29.2,5
1510,311.3,37.1,10
1384,311.5,50.8,13
1570,311.4,37.2,15
1571,311.4,32.7,17
1476,311.4,37.3,20
1484,311.4,39.5,22
1909,311.4,23.2,25
1448,311.5,49.6,28
1500,311.4,40.2,30
1510,311.4,44.9,33
1378,311.3,55.5,35
1538,311.4,37.4,37
1390,311.4,48.1,40
1642,311.4,32.1,42
1785,311.5,24.8,45
1526,311.5,38.2,47
1668,311.6,33.2,52
1507,311.5,37.5,55
1530,311.5,37.8,57
1479,311.4,45.6,59
1418,311.4,41.3,62
1504,311.4,38.7,65
1345,311.4,47.6,67
1625,311.4,35.4,70
1511,311.4,34.7,75
1535,311.4,41.8,77
1505,311.5,37.9,79
1540,311.5,43.7,81
1372,311.4,46.0,86
1510,311.3,36.6,91
1382,311.3,46.4,94
1439,311.3,41.8,96
1375,311.3,47.0,98
1931,311.3,21.9,101
1475,311.3,48.6,104
1389,311.3,46.9,106
1652,311.3,32.8,108
1386,311.2,50.3,110
1577,311.3,29.8,112
1444,311.3,43.1,115
1554,311.3,40.2,118
1602,311.3,32.8,120
1692,311.2,28.2,122
1682,311.3,34.4,127
1614,311.3,34.1,129
1324,311.3,47.8,131
1434,311.4,40.3,133
1621,311.3,31.6,135
1625,311.3,33.1,137
1394,311.1,53.7,140
1586,311.0,35.1,142
1420,311.0,45.9,144
1422,311.2,50.3,146
1598,311.2,37.9,148
1519,311.2,39.3,155
1373,311.1,55.7,157
1406,311.1,48.8,159
1492,311.2,45.0,162
1369,311.2,50.8,164
1471,311.2,41.9,166
1630,311.2,36.0,169
1605,311.1,37.6,171
1447,311.1,52.1,174
1360,311.2,52.8,176
1728,311.1,34.0,179
1740,311.0,30.8,182
1477,310.9,41.4,184
1658,310.9,30.3,186
1902,310.8,23.4,188
1783,310.8,23.1,190
1558,310.9,45.3,193
1351,311.0,49.5,196
1452,310.9,42.5,198
1666,310.9,30.7,203
1364,311.0,50.0,205
1729,311.0,26.1,210
1574,311.0,34.1,215
1566,311.0,37.8,218
1455,310.9,43.2,220
1679,310.9,29.0,222
2143,310.8,17.3,227
1447,310.8,42.7,229
1772,310.8,27.1,233
1454,310.8,36.6,0
1445,310.8,49.1,2
1609,310.8,35.2,4
1546,310.9,34.4,7
1567,310.8,39.3,9
1767,310.8,27.4,11
1539,310.9,34.2,13
1564,310.9,39.0,15
1445,310.8,46.3,17
1881,310.9,20.9,23
1421,310.9,46.2,26
1455,311.0,46.0,29
1505,310.8,41.2,33
1456,310.8,46.6,35
1383,310.8,46.4,37
1563,310.8,39.2,39
2305,310.9,16.1,42
1456,310.9,43.6,45
1865,311.0,22.7,48
1597,310.9,36.9,50
1495,310.9,38.6,52
1456,310.9,47.2,54
1465,310.8,44.3,57
1352,310.9,55.5,59
1906,310.8,21.7,62
1446,310.9,44.0,64
1948,310.8,19.7,66
1480,310.7,47.1,68
1511,310.7,37.6,70
1472,310.7,47.0,73
1429,310.7,51.0,76
1405,310.7,48.8,78
1405,310.7,47.9,80
1348,310.7,58.1,83
1610,310.6,33.4,87
1412,310.6,46.5,89
1453,310.7,42.7,92
1583,310.6,38.9,94
1539,310.6,37.4,96
1635,310.5,39.8,99
1978,310.5,22.0,106
1568,310.4,39.2,112
1567,310.4,36.4,114
1611,310.4,35.6,117
1841,310.5,23.6,119
1567,310.5,36.1,124
1477,310.5,42.4,128
1590,310.5,40.3,130
2197,310.5,15.8,133
1595,310.4,32.9,135
1812,310.5,24.4,138
1573,310.5,32.1,143
1651,310.5,30.9,146
1459,310.5,43.2,148
1518,310.4,34.1,155
1648,310.3,29.6,157
1464,310.4,47.2,159
1895,310.4,23.2,161
1884,310.4,23.4,163
1450,310.4,46.6,165
1448,310.4,43.4,167
1389,310.5,49.6,169
1583,310.6,35.2,171
1425,310.5,51.1,173
1809,310.5,27.1,175
1892,310.5,21.8,177
1475,310.6,47.8,179
1361,310.6,46.7,182
1563,310.6,41.0,184
1472,310.5,39.7,187
1325,310.6,55.3,192
1358,310.6,53.1,194
1346,310.6,54.7,196
1381,310.5,58.4,201
1366,310.6,47.7,206
1462,310.6,43.6,0
1517,310.6,38.9,2
1385,310.6,53.6,5
1439,310.6,40.0,7
1623,310.6,34.3,9
1438,310.6,43.2,12
1708,310.4,24.8,17
1666,310.3,32.7,19
1485,310.3,46.3,24
1409,310.3,52.5,26
1765,310.3,27.3,29
1688,310.3,28.8,31
1787,310.3,26.7,33
1487,310.1,48.0,36
1384,310.1,50.5,38
1620,310.2,30.8,42
1462,310.1,38.3,49
1424,310.1,50.2,54
1500,310.1,39.6,56
1738,310.1,28.0,58
1465,310.3,46.5,60
1482,310.3,41.4,63
1398,310.3,44.0,65
1972,310.3,21.3,67
1603,310.4,37.6,69
1610,310.4,34.8,71
1425,310.5,44.7,76
1828,310.4,26.3,82
1823,310.5,25.1,87
1889,310.4,21.5,92
1639,310.5,32.9,94
1608,310.4,33.1,97
1653,310.3,32.4,100
1591,310.4,29.8,105
1696,310.5,30.9,107
1507,310.5,40.4,111
1525,310.6,48.7,114
1559,310.7,33.9,119
1632,310.6,30.5,122
1559,310.5,36.0,124
1832,310.5,23.7,129
1386,310.6,50.0,132
1499,310.7,37.8,137
1612,310.7,33.4,139
1544,310.7,39.7,141
1477,310.9,39.2,144
1624,310.9,34.4,146
1686,310.8,28.8,150
1521,310.7,40.4,152
1402,310.7,50.9,157
1570,310.6,34.6,163
1601,310.7,33.0,166
1611,310.8,31.8,169
1560,310.9,31.8,172
1444,310.9,40.7,174
1317,311.0,59.4,179
1463,311.0,43.1,181
1634,311.1,34.2,184
1423,311.0,46.2,186
1548,311.0,38.4,188
1563,311.0,35.6,190
1573,311.0,36.5,193
1432,311.1,44.5,195
1638,311.1,32.0,198
1571,311.1,34.2,201
2211,311.0,15.4,203
1555,311.0,40.6,205
1558,310.9,31.9,207
1523,310.9,43.2,210
1723,310.8,26.3,213
1721,310.8,28.4,215
1627,310.9,32.3,0
1422,310.8,47.0,3
1565,310.8,35.3,6
1392,310.6,60.5,10
1465,310.7,40.7,13
1573,310.6,36.6,15
2157,310.7,17.8,17
1370,310.7,50.3,20
1462,310.6,38.8,22
1479,310.6,40.5,24
1717,310.7,26.8,27
1260,310.6,65.9,29
1467,310.6,39.3,32
1535,310.6,38.6,34
1657,310.7,31.9,37
1698,310.7,28.1,39
1596,310.8,37.1,43
1383,310.8,46.9,45
2203,310.8,16.6,47
1408,310.8,46.8,49
1673,310.8,32.9,52
1340,310.8,47.8,54
1452,310.9,42.3,56
1302,310.9,53.4,58
1522,310.9,35.9,61
1438,310.8,41.4,66
1604,310.9,40.5,68
1832,311.0,23.2,70
1521,311.0,34.8,72
1446,311.0,37.6,75
1905,311.1,20.9,77
1475,311.0,47.9,79
1462,311.0,48.5,81
1435,310.9,42.3,83
1469,310.9,39.6,86
1520,311.1,43.0,88
1537,311.0,35.5,91
1506,311.0,37.2,95
1660,311.0,38.0,99
1438,311.0,51.0,106
1387,311.0,52.1,116
1591,311.0,33.9,119
1589,311.0,39.0,122
1545,311.2,35.1,128
1418,311.1,43.4,130
1730,311.1,28.1,135
2001,311.0,20.7,137
1620,311.0,36.2,139
1542,311.0,39.7,141
1424,311.0,38.0,144
1440,311.1,39.5,146
1520,311.0,42.8,148
1694,311.0,29.8,150
1610,311.0,39.2,152
1470,310.8,41.2,156
1577,310.8,36.9,158
1486,310.8,36.4,160
1445,310.6,40.3,162
1500,310.5,36.7,164
1456,310.4,47.5,167
1743,310.4,28.1,170
1409,310.1,50.4,172
1753,310.1,28.9,176
1832,310.0,22.9,178
1493,310.0,40.3,185
1434,309.9,47.9,189
1457,309.9,39.2,192
1391,310.0,50.6,195
1781,310.0,23.9,198
1642,310.0,32.6,201
2032,310.0,19.0,203
1393,310.0,44.9,208
1743,310.1,27.3,210
1457,310.2,40.4,213
1609,310.2,34.2,217
1437,310.2,42.3,0
1402,310.1,50.1,3
1644,310.1,34.6,5
1471,310.2,51.1,8
2695,310.1,12.6,10
1435,310.2,48.1,12
1694,310.1,26.3,14
1687,310.1,26.6,16
1869,310.0,22.9,18
1460,309.9,47.2,22
1501,309.9,39.5,27
1776,310.0,25.6,30
1468,310.1,40.8,32
1430,310.1,46.5,35
1502,310.1,46.6,37
1623,310.1,32.3,39
1651,310.0,29.8,44
1639,310.1,33.4,47
1417,310.0,44.6,49
1541,310.1,42.2,52
1411,310.2,45.1,54
1397,310.3,44.6,57
1686,310.2,28.9,59
1431,310.1,44.0,61
1486,310.2,43.0,66
1384,310.2,57.1,68
1660,310.1,29.3,72
1566,310.0,30.3,79
1549,309.8,38.5,81
1746,309.9,31.1,83
1452,309.9,41.5,86
1588,309.8,33.9,89
1472,309.8,42.5,91
1607,309.9,37.7,93
1423,309.9,53.6,95
1440,309.9,43.4,100
1397,309.9,43.7,102
1524,309.9,46.6,104
1533,309.9,40.9,106
1398,309.8,46.0,109
1491,309.8,39.3,114
1418,309.9,51.3,116
1546,309.8,39.8,121
1598,309.7,30.4,124
1724,309.8,27.5,126
1507,309.8,44.7,131
1595,309.7,31.4,133
1568,309.7,37.5,135
1432,309.6,43.7,138
1424,309.7,42.8,140
1456,309.8,58.1,145
1649,309.8,31.0,152
1407,309.9,52.8,154
1606,309.9,34.5,156
1531,310.0,38.0,161
1543,310.1,35.8,164
1447,310.1,46.6,169
1844,310.1,24.6,171
1615,310.1,29.9,176
1449,310.0,48.8,181
1388,309.9,51.4,183
1447,309.9,42.8,185
1664,310.0,28.6,190
1735,309.9,27.2,192
1480,309.8,40.0,199
1439,309.6,41.7,201
1533,309.7,35.9,204
1551,309.7,34.8,207
1414,309.7,36.3,209
1551,309.6,34.6,211
1436,309.6,49.0,214
1385,309.6,45.8,217
1732,309.5,30.1,220
1410,309.6,49.0,223
1446,309.6,43.2,225
1525,309.5,39.6,227
1443,309.6,42.7,231
1719,309.7,31.9,0
1532,309.8,39.4,2
1701,309.8,27.2,4
1421,310.1,45.4,9
1458,310.1,45.1,15
1572,310.1,34.6,17
1483,310.0,48.7,20
1513,310.1,40.4,22
1383,310.1,42.9,24
1539,310.2,37.7,29
1563,310.1,37.8,31
1653,310.1,29.7,34
1468,310.0,43.6,38
1506,310.2,33.8,43
1388,310.1,49.9,48
1485,310.2,45.9,50
1394,310.2,55.4,57
2009,310.1,18.9,59
1586,310.2,32.2,64
1688,310.3,31.6,66
1450,310.5,43.2,68
1398,310.5,47.3,70
1520,310.5,39.3,73
1514,310.4,42.7,75
1532,310.4,36.1,77
1642,310.3,33.2,82
1873,310.2,21.3,87
2157,310.2,17.2,94
1563,310.2,39.0,97
1631,310.2,31.0,100
1547,310.2,36.9,103
1479,310.3,40.4,105
1906,310.1,21.2,110
1731,310.1,33.4,112
1688,310.1,30.4,115
1443,310.2,54.6,120
1445,310.2,46.4,125
1435,310.2,44.9,127
1556,310.1,32.9,132
1577,310.1,35.8,136
1578,310.2,31.2,139
1418,310.1,52.3,141
1392,310.2,55.8,143
1446,310.3,44.0,146
1563,310.2,34.8,150
1405,310.3,57.4,152
2224,310.2,16.0,154
1716,310.2,29.9,156
1584,310.3,35.5,158
1488,310.3,41.8,160
1551,310.3,37.3,168
1549,310.3,40.9,170
1447,310.3,39.2,172
1400,310.2,53.7,175
1401,310.1,48.8,177
1597,310.1,28.9,179
1487,310.1,46.0,184
1710,310.3,27.3,186
1478,310.4,47.7,189
1743,310.4,26.3,191
1596,310.5,32.8,193
1642,310.5,30.8,195
2016,310.6,19.9,199
1671,310.6,30.5,201
1404,310.6,43.2,203
1470,310.6,41.1,205
1617,310.6,37.9,207
1725,310.5,29.0,209
1564,310.6,34.3,0
1670,310.6,29.1,2
1501,310.6,48.7,4
1551,310.5,35.9,6
1563,310.5,35.0,8
1415,310.4,52.1,12
1647,310.3,34.2,14
1477,310.2,41.6,16
1923,310.2,21.5,18
1544,310.4,35.1,25
1568,310.5,36.9,28
1489,310.4,42.7,33
1451,310.4,43.1,35
1542,310.4,35.7,38
1965,310.5,20.2,40
1436,310.5,36.5,43
1509,310.4,37.6,45
1487,310.4,40.2,48
1967,310.4,20.3,50
1409,310.4,53.3,52
1420,310.5,56.4,57
1511,310.5,37.7,60
1649,310.4,30.1,62
1605,310.4,36.0,69
1523,310.3,36.0,72
1614,310.4,36.0,74
1721,310.3,27.4,79
1638,310.4,36.2,84
1642,310.2,28.3,88
1751,310.2,30.5,90
1645,310.1,31.6,93
1426,310.1,46.8,95
1520,310.1,36.6,97
1709,310.1,31.8,100
1426,310.0,46.6,102
1429,310.1,43.7,104
1454,310.2,43.0,108
1411,310.3,49.5,110
1900,310.3,24.4,113
1479,310.3,36.2,115
1415,310.4,48.2,117
1539,310.3,39.0,119
1520,310.3,31.6,121
1480,310.3,45.8,123
1666,310.4,29.7,125
1456,310.4,47.6,127
1865,310.4,23.9,129
1918,310.5,21.6,131
1488,310.4,48.4,134
1527,310.5,38.8,136
1463,310.4,42.2,139
1521,310.4,38.5,142
1507,310.5,39.5,147
1586,310.4,34.3,149
1487,310.4,42.0,152
1520,310.5,41.2,154
1422,310.4,41.9,156
1633,310.2,28.0,164
1503,310.2,36.2,166
1548,310.2,35.3,170
1923,310.3,23.3,172
1592,310.3,32.6,174
1580,310.4,35.6,176
1427,310.4,46.8,179
1581,310.4,32.7,181
1542,310.5,39.9,184
1463,310.5,43.0,189
1429,310.4,43.2,191
1451,310.4,53.6,194
1511,310.5,37.2,197
1549,310.6,37.5,199
1507,310.5,40.2,201
1524,310.5,33.7,204
1880,310.5,22.7,207
1461,310.5,45.4,0
1748,310.5,28.2,2
1690,310.6,26.7,4
1686,310.6,26.3,9
1433,310.7,43.7,13
1597,310.7,41.9,15
1610,310.8,32.2,17
1398,310.7,57.7,19
1977,310.7,20.0,21
1516,310.8,39.5,23
1402,310.8,50.5,30
1451,310.8,44.7,32
1555,310.8,36.1,35
1636,310.9,35.0,38
1708,310.9,29.8,42
1556,311.0,36.5,44
1436,311.0,43.5,47
1402,311.0,40.7,52
1437,311.0,49.9,55
1926,311.1,21.8,58
1800,311.2,23.7,61
1641,311.2,32.6,63
1494,311.2,37.0,67
1601,311.2,32.9,69
1634,311.2,36.9,71
1467,311.2,37.7,73
1550,311.1,32.3,76
1563,311.1,32.2,78
1395,310.9,48.3,80
1507,311.0,33.4,82
1564,311.0,38.5,85
1721,311.1,30.0,87
1456,311.1,36.1,89
2102,311.2,17.8,91
1555,311.1,33.9,96
1409,311.2,41.9,98
1387,311.2,41.4,100
1460,311.2,43.9,103
1490,311.1,43.0,108
1399,311.2,49.2,111
1420,311.1,55.8,113
1409,311.0,41.7,120
1452,311.0,58.3,123
1820,311.0,24.6,128
1469,311.0,48.7,130
1556,311.1,45.3,135
1980,311.1,20.2,137
1519,311.2,38.0,139
1456,311.2,44.0,142
1394,311.2,45.3,144
2194,311.3,16.5,148
1403,311.3,55.6,150
1503,311.2,37.0,152
1793,311.3,29.3,157
1829,311.4,24.5,159
1831,311.4,23.3,161
2056,311.3,19.7,167
1526,311.1,37.3,176
1525,311.1,40.7,179
1428,311.1,39.8,181
1511,311.2,45.7,184
1664,311.2,29.8,186
1592,311.2,38.9,188
1597,311.1,36.7,191
1735,311.2,26.1,194
1751,311.2,23.8,196
1383,311.2,44.6,198
1382,311.2,50.5,203
1755,311.2,30.4,205
1614,311.2,35.7,207
1466,311.3,43.0,210
1847,311.3,24.7,212
1474,311.3,34.8,215
1657,311.3,31.8,217
1435,311.2,40.1,219
1494,311.3,42.7,221
1514,311.4,41.2,230
1732,311.4,25.6,232
1958,311.4,21.5,0
1630,311.4,32.5,2
1395,311.4,59.1,4
1658,311.4,30.5,7
1452,311.2,52.9,11
1594,311.1,35.5,13
1510,311.0,47.6,16
1854,311.1,22.6,19
1626,311.2,32.3,21
1628,311.2,35.2,23
1679,311.2,34.8,25
1489,311.2,44.5,27
1439,311.2,43.9,30
1607,311.2,31.7,34
1389,311.3,53.9,39
1566,311.3,46.1,41
1569,311.5,36.6,47
1651,311.4,30.6,50
1692,311.4,27.9,55
1610,311.4,35.5,63
1511,311.4,43.4,65
1412,311.5,55.6,67
1501,311.5,36.2,69
1414,311.5,44.8,71
1629,311.5,33.5,73
1879,311.5,21.3,78
1466,311.6,47.0,80
1476,311.7,40.1,85
1695,311.8,30.7,90
1491,311.7,39.8,92
1659,311.8,34.7,94
1567,311.8,31.7,97
1736,311.8,32.9,99
1627,311.8,30.8,104
1562,311.6,34.2,107
2183,311.6,17.0,110
1577,311.6,38.1,112
1560,311.5,36.4,114
1483,311.5,43.0,117
1535,311.5,33.3,120
1606,311.4,29.6,122
1817,311.5,24.7,125
1424,311.5,50.8,128
1514,311.6,34.7,130
1449,311.6,41.7,132
1573,311.6,34.0,134
1564,311.6,41.9,137
1428,311.6,46.2,139
1620,311.7,31.0,141
1584,311.7,32.7,143
1432,311.8,42.5,150
1561,311.9,33.3,153
1614,311.8,33.2,155
1959,311.7,22.3,157
1944,311.8,23.5,159
1793,311.7,25.8,161
1446,311.6,50.0,163
1673,311.7,32.2,166
1515,311.7,44.2,168
1564,311.8,35.9,171
1451,311.8,45.2,173
1693,311.8,28.3,175
1476,311.7,42.3,180
1712,311.6,30.1,182
1425,311.6,45.4,184
1690,311.7,34.9,189
1927,311.8,21.9,195
1391,311.8,42.7,197
1771,311.9,31.6,202
1515,311.8,42.6,204
2133,311.8,18.3,207
1406,311.7,47.1,213
1508,311.7,35.5,217
1539,311.7,38.5,221
1484,311.6,44.6,223
1507,311.5,39.2,225
1544,311.5,42.5,227
1513,311.5,37.9,0
2102,311.4,19.0,5
1601,311.5,35.2,10
1393,311.3,52.9,12
1592,311.3,33.7,14
1409,311.3,51.8,16
1393,311.3,47.4,18
1475,311.2,43.1,20
1427,311.2,45.6,25
1763,311.2,27.3,27
1404,311.2,50.9,31
1688,311.2,31.9,33
1510,311.4,37.3,36
1502,311.3,39.5,38
1607,311.4,36.6,43
1384,311.5,54.8,48
